A1CF	3.481176106684371e-05
A2M	0.002637922501353685
A4GALT	0.0
A4GNT	0.0
AAAS	0.0
AACS	1.0438573759312264e-11
AADAC	0.0
AADAT	8.776364200728767e-10
AAMP	7.70991239287125e-10
AANAT	0.0
AAR2	1.5737146714745275e-10
AARS1	4.614330283647325e-05
AARS2	1.1574897015136596e-06
AASDH	0.0005864622824274544
AASDHPPT	0.00027648078852626073
AASS	0.0
AATF	1.8345903953389404e-06
ABAT	1.5449690850761226e-11
ABCA1	0.00013210478761011753
ABCA12	0.0
ABCA4	0.10017319657854816
ABCA7	3.2368905403699163e-05
ABCB1	3.0577226975060236e-05
ABCB11	0.0
ABCB4	0.0
ABCB7	0.0
ABCC1	1.5059844916703045e-07
ABCC2	1.0734000928767597e-06
ABCC4	1.5059844916703045e-07
ABCC5	1.5059844916703045e-07
ABCC6	0.0002097209473873593
ABCC8	2.736948944585993e-10
ABCD1	0.0
ABCD2	0.0
ABCD3	0.0
ABCE1	1.1606295793009045e-08
ABCF1	6.763676054516607e-09
ABCF2	5.042202072190136e-09
ABCF2-2	5.042202072190136e-09
ABCF3	5.042202072190136e-09
ABCG1	9.726567713731941e-05
ABCG2	1.5059844916703045e-07
ABHD12	0.0
ABHD5	0.09002073326205648
ABHD6	0.0
ABI1	1.0623727262145352e-08
ABI2	2.1163426508303468e-07
ABI3	0.0
ABI3BP	0.0
ABL1	4.443986635506722e-07
ABL2	2.017865696023254e-07
ABLIM1	2.017865696023254e-07
ABLIM3	2.017865696023254e-07
ABT1	3.986704923455464e-08
ABTB1	3.192805824509968e-05
ACAA1	5.824666344262365e-10
ACAA2	5.824666344262365e-10
ACACA	4.9898547726536785e-12
ACACB	4.9898547726536785e-12
ACAD10	0.0
ACAD11	0.0
ACAD8	1.0219494619837423e-11
ACAD9	1.939506319192991e-08
ACADL	1.0219494619837423e-11
ACADM	9.913729268628672e-12
ACADS	1.5628006823633637e-11
ACADSB	1.0703575943918583e-11
ACADVL	1.0397810592709833e-11
ACAN	0.00537717500949187
ACAP1	6.996933266197309e-13
ACAP2	2.989825562862681e-12
ACAT1	1.5734193883174692e-11
ACAT2	1.5734193883174692e-11
ACBD3	0.0
ACBD5	0.0
ACD	5.463235682087377e-08
ACE	6.551669217268774e-05
ACE2	0.0007657387032060878
ACER1	1.1818359735441492e-10
ACER2	1.1818359735441492e-10
ACER3	1.1387492144851505e-10
ACIN1	1.1096768067637376e-09
ACKR1	1.0939711700161764e-05
ACKR2	0.0001713676833797762
ACKR4	0.00017108093489829067
ACLY	1.0642795539814318e-08
ACO1	6.522739503043537e-10
ACO2	3.6293592670689406e-08
ACOD1	8.215547482096776e-09
ACOT1	0.0
ACOT11	0.0
ACOT12	4.9898547726536785e-12
ACOT13	0.0
ACOT2	0.0
ACOT4	0.0
ACOT7	0.0
ACOT8	0.0
ACOX1	2.1112658101160573e-05
ACOX2	9.913729268628672e-12
ACOX3	2.1112658101160573e-05
ACP1	0.0
ACP5	0.0
ACR	0.0
ACSBG1	0.1
ACSF2	2.1618331469899304e-05
ACSF3	1.508664330107892e-09
ACSL1	7.127937954462195e-05
ACSL3	2.1112642167388395e-05
ACSL5	0.0005574081877016906
ACSM1	3.057653512087508e-13
ACSM2A	3.057653512087508e-13
ACSM2B	3.057653512087508e-13
ACSM3	3.057653512087508e-13
ACSM4	3.057653512087508e-13
ACSM5	3.057653512087508e-13
ACSM6	0.10000000000030577
ACSS1	2.5448259338732476e-10
ACSS2	2.494927386146711e-10
ACSS3	1.5449690850761226e-11
ACTA1	1.1289380959667248e-07
ACTA2	1.1598118413153186e-06
ACTB	0.0005496095067112171
ACTC1	0.10000006826697855
ACTG1	3.467166937819386e-06
ACTG2	5.771903627542462e-08
ACTL6A	0.00026986981262933947
ACTL6B	5.121575620048374e-06
ACTN1	3.1705173833442745e-06
ACTN2	0.006932750831494277
ACTN3	2.1050062808833904e-09
ACTN4	3.679619828966364e-08
ACTR10	5.842858888080808e-12
ACTR1A	5.842858888080808e-12
ACTR1B	5.842858888080808e-12
ACTR2	5.372193416560999e-09
ACTR3	4.281074766321278e-09
ACTR3B	3.029630534007262e-09
ACTR3C	3.029630534007262e-09
ACTR5	0.00026108346689691437
ACTR6	5.1184399615054885e-06
ACTR8	9.380968286838842e-06
ACVR1	1.0214676898417567e-07
ACVR1B	3.30119756867544e-07
ACVR1C	2.691398616278163e-07
ACVR2A	1.7885424722794758e-06
ACVR2B	4.3847321481595837e-07
ACVRL1	3.4337798850557414e-06
ACY1	5.111888733168154e-10
ACYP1	4.9898547726536785e-12
ACYP2	4.9898547726536785e-12
ADA	9.463112947074204e-08
ADA2	9.463112947074204e-08
ADAM10	1.8737388181683873e-06
ADAM11	0.0
ADAM15	8.887680410628854e-11
ADAM17	5.3845800300299525e-05
ADAM9	8.887680410628854e-11
ADAMTS12	0.005298159954184355
ADAMTS2	1.15428433789922e-06
ADAMTS4	1.15428433789922e-06
ADAMTS7	0.005298159954184355
ADAR	2.0277580530245166e-08
ADAT1	0.0
ADAT2	0.0
ADAT3	0.0
ADCK1	0.0
ADCK2	0.0
ADCY1	7.959570119091406e-06
ADCY3	8.301793580686003e-06
ADCY5	3.0823986531270228e-06
ADCY7	1.3288125375398474e-12
ADCY9	0.0
ADCYAP1	0.0
ADD1	0.0
ADD2	0.0
ADD3	0.0
ADGRA1	0.0
ADGRB1	0.10000000260494611
ADGRB3	0.0
ADGRD1	0.0
ADGRE3	0.0
ADGRE5	0.0
ADGRL1	0.00016478919045241467
ADGRL2	0.00016478919045241467
ADGRL3	0.00016478919045241467
ADGRV1	0.0
ADH1A	0.0020286740980115406
ADH1B	0.002087571087953811
ADH1C	0.002087571087953811
ADH4	0.10202867409801154
ADH5	0.0019753722702424976
ADH6	0.0019753722702424976
ADH7	0.0020286740980115406
ADI1	0.0
ADIPOQ	4.488281703785856e-05
ADIPOR2	6.402796310130224e-06
ADK	3.177032477659529e-06
ADM	0.003750193899524729
ADM2	0.0037525976072857936
